DATE,CBETHUSD,Median_Low,Median_High,Median,AVG
2018-12-28,136.82,130.47,130.47,130.47,130.51285714285714
2018-12-29,134.15,130.47,130.47,130.47,130.51285714285714
2018-12-30,138.78,130.53,138.78,134.655,134.655
2018-12-31,130.53,130.53,138.78,134.655,134.655
2019-01-01,139.75,153.24,153.24,153.24,149.586
2019-01-02,153.5,153.24,153.24,153.24,149.586
2019-01-03,147.23,153.24,153.24,153.24,149.586
2019-01-04,153.24,153.24,153.24,153.24,149.586
2019-01-05,154.21,153.24,153.24,153.24,149.586
2019-01-06,155.92,148.97,148.97,148.97,140.26285714285714
2019-01-07,150.62,148.97,148.97,148.97,140.26285714285714
2019-01-08,148.97,148.97,148.97,148.97,140.26285714285714
2019-01-09,149.5,148.97,148.97,148.97,140.26285714285714
2019-01-10,126.41,148.97,148.97,148.97,140.26285714285714
2019-01-11,125.83,148.97,148.97,148.97,140.26285714285714
2019-01-12,124.59,148.97,148.97,148.97,140.26285714285714
2019-01-13,115.58,122.12,122.12,122.12,121.61714285714287
2019-01-14,128.37,122.12,122.12,122.12,121.61714285714287
2019-01-15,120.0,122.12,122.12,122.12,121.61714285714287
2019-01-16,122.12,122.12,122.12,122.12,121.61714285714287
2019-01-17,122.55,122.12,122.12,122.12,121.61714285714287
2019-01-18,119.53,122.12,122.12,122.12,121.61714285714287
2019-01-19,123.17,122.12,122.12,122.12,121.61714285714287
2019-01-20,117.43,116.4,116.4,116.4,116.32571428571428
2019-01-21,115.86,116.4,116.4,116.4,116.32571428571428
2019-01-22,118.08,116.4,116.4,116.4,116.32571428571428
2019-01-23,116.55,116.4,116.4,116.4,116.32571428571428
2019-01-24,116.4,116.4,116.4,116.4,116.32571428571428
2019-01-25,114.95,116.4,116.4,116.4,116.32571428571428
2019-01-26,115.01,116.4,116.4,116.4,116.32571428571428
2019-01-27,111.35,105.88,105.88,105.88,107.05999999999999
2019-01-28,105.47,105.88,105.88,105.88,107.05999999999999
2019-01-29,104.02,105.88,105.88,105.88,107.05999999999999
2019-01-30,107.61,105.88,105.88,105.88,107.05999999999999
2019-01-31,105.79,105.88,105.88,105.88,107.05999999999999
2019-02-01,105.88,105.88,105.88,105.88,107.05999999999999
2019-02-02,109.3,105.88,105.88,105.88,107.05999999999999
2019-02-03,105.94,106.0,106.0,106.0,108.65857142857143
2019-02-04,106.08,106.0,106.0,106.0,108.65857142857143
2019-02-05,106.0,106.0,106.0,106.0,108.65857142857143
2019-02-06,103.36,106.0,106.0,106.0,108.65857142857143
2019-02-07,103.21,106.0,106.0,106.0,108.65857142857143
2019-02-08,117.96,106.0,106.0,106.0,108.65857142857143
2019-02-09,118.06,106.0,106.0,106.0,108.65857142857143
2019-02-10,123.94,120.74,120.74,120.74,120.91714285714285
2019-02-11,119.55,120.74,120.74,120.74,120.91714285714285
2019-02-12,120.82,120.74,120.74,120.74,120.91714285714285
2019-02-13,120.74,120.74,120.74,120.74,120.91714285714285
2019-02-14,119.39,120.74,120.74,120.74,120.91714285714285
2019-02-15,120.42,120.74,120.74,120.74,120.91714285714285
2019-02-16,121.56,120.74,120.74,120.74,120.91714285714285
2019-02-17,132.34,144.62,144.62,144.62,145.04142857142855
2019-02-18,144.62,144.62,144.62,144.62,145.04142857142855
2019-02-19,142.69,144.62,144.62,144.62,145.04142857142855
2019-02-20,147.19,144.62,144.62,144.62,145.04142857142855
2019-02-21,144.21,144.62,144.62,144.62,145.04142857142855
2019-02-22,146.68,144.62,144.62,144.62,145.04142857142855
2019-02-23,157.56,144.62,144.62,144.62,145.04142857142855
2019-02-24,131.76,134.48,134.48,134.48,134.43428571428572
2019-02-25,137.64,134.48,134.48,134.48,134.43428571428572
2019-02-26,135.66,134.48,134.48,134.48,134.43428571428572
2019-02-27,134.46,134.48,134.48,134.48,134.43428571428572
2019-02-28,134.48,134.48,134.48,134.48,134.43428571428572
2019-03-01,134.72,134.48,134.48,134.48,134.43428571428572
2019-03-02,132.32,134.48,134.48,134.48,134.43428571428572
2019-03-03,129.78,136.29,136.29,136.29,133.3957142857143
2019-03-04,125.24,136.29,136.29,136.29,133.3957142857143
2019-03-05,136.3,136.29,136.29,136.29,133.3957142857143
2019-03-06,137.0,136.29,136.29,136.29,133.3957142857143
2019-03-07,136.29,136.29,136.29,136.29,133.3957142857143
2019-03-08,132.75,136.29,136.29,136.29,133.3957142857143
2019-03-09,136.41,136.29,136.29,136.29,133.3957142857143
2019-03-10,134.66,132.8,132.8,132.8,134.07714285714286
2019-03-11,132.05,132.8,132.8,132.8,134.07714285714286
2019-03-12,132.8,132.8,132.8,132.8,134.07714285714286
2019-03-13,131.16,132.8,132.8,132.8,134.07714285714286
2019-03-14,131.4,132.8,132.8,132.8,134.07714285714286
2019-03-15,135.99,132.8,132.8,132.8,134.07714285714286
2019-03-16,140.48,132.8,132.8,132.8,134.07714285714286
2019-03-17,138.07,137.01,137.01,137.01,136.93142857142857
2019-03-18,137.01,137.01,137.01,137.01,136.93142857142857
2019-03-19,138.15,137.01,137.01,137.01,136.93142857142857
2019-03-20,138.73,137.01,137.01,137.01,136.93142857142857
2019-03-21,134.41,137.01,137.01,137.01,136.93142857142857
2019-03-22,135.63,137.01,137.01,137.01,136.93142857142857
2019-03-23,136.52,137.01,137.01,137.01,136.93142857142857
2019-03-24,135.37,137.46,137.46,137.46,137.59285714285716
2019-03-25,133.01,137.46,137.46,137.46,137.59285714285716
2019-03-26,133.28,137.46,137.46,137.46,137.59285714285716
2019-03-27,139.08,137.46,137.46,137.46,137.59285714285716
2019-03-28,137.46,137.46,137.46,137.46,137.59285714285716
2019-03-29,142.83,137.46,137.46,137.46,137.59285714285716
2019-03-30,142.12,137.46,137.46,137.46,137.59285714285716
2019-03-31,141.2,161.33,161.33,161.33,156.82
2019-04-01,141.0,161.33,161.33,161.33,156.82
2019-04-02,164.69,161.33,161.33,161.33,156.82
2019-04-03,161.33,161.33,161.33,161.33,156.82
2019-04-04,157.65,161.33,161.33,161.33,156.82
2019-04-05,166.08,161.33,161.33,161.33,156.82
2019-04-06,165.79,161.33,161.33,161.33,156.82
2019-04-07,174.84,174.84,175.83,175.335,173.025
2019-04-08,180.74,174.84,175.83,175.335,173.025
2019-04-09,175.83,174.84,175.83,175.335,173.025
2019-04-10,177.55,174.84,175.83,175.335,173.025
2019-04-11,164.92,174.84,175.83,175.335,173.025
2019-04-12,164.27,174.84,175.83,175.335,173.025
